"[""core_organisation:469""",ANC Constituency Office (839): Kwambonambi,political,Constituency Office]
"[""core_organisation:170""",Constitutional Review Committee,political,Joint Committees]
"[""core_organisation:407""",ANC Constituency Office (656): Khayelitsha,political,Constituency Office]
"[""core_organisation:659""",DA Constituency Area: Overstrand,political,Constituency Area]
"[""core_organisation:726""",COPE Constituency Office: Western Cape,political,Constituency Office]
"[""core_organisation:641""",DA Constituency Area: Oudtshoorn,political,Constituency Area]
"[""core_organisation:727""",FF+ Constituency Office: Bredasdorp,political,Constituency Office]
"[""core_organisation:729""",FF+ Constituency Office: Centurion,political,Constituency Office]
"[""core_organisation:140""",Ad Hoc Committee on Code of Judicial Conduct and Regulations,political,Ad Hoc Committees]
"[""core_organisation:76""",African People's Convention (APC),political,Party]
"[""core_organisation:80""",Azanian People's Organisation (AZAPO),political,Party]
"[""core_organisation:139""",Ad Hoc Committee in Filling of Vacancies in the Electoral Commission,null,Ad Hoc Committees]
"[""core_organisation:143""",Ad Hoc Committee on Coordinated Oversight on Service Delivery,political,Ad Hoc Committees]
"[""core_organisation:147""",Ad Hoc Committee on Green Paper on National Strategic Planning,null,Ad Hoc Committees]
"[""core_organisation:148""",Ad Hoc Committee on Nominations of Persons for Appointment as Electoral Commissioner,null,Ad Hoc Committees]
"[""core_organisation:162""",Appointment to the South African Commission on Human Rights,null,Ad Hoc Committees]
"[""core_organisation:163""",Appointments to the Public Service Commission,null,Ad Hoc Committees]
"[""core_organisation:175""",Portfolio Committee on Economic Development,political,Committee]
"[""core_organisation:166""",Budget Committee on Appropriation,null,Joint Committees]
"[""core_organisation:167""",Comments by Minister Maduna regarding the Auditor-General,null,Ad Hoc Committees]
"[""core_organisation:168""",Committee of Chairpersons,null,Joint Committees]
"[""core_organisation:172""",Portfolio Committee on Correctional Services,political,National Assembly Committees]
"[""core_organisation:180""",Portfolio Committee on Health,political,Committee]
"[""core_organisation:533""",DA Constituency Area: PE NORTH: NMMM Northern Areas,political,Constituency Area]
"[""core_organisation:164""",Portfolio Committee on Arts and Culture,political,Committee]
"[""core_organisation:88""",Select Committee On Labour And Public Enterprises,political,Committee]
"[""core_organisation:174""",Portfolio Committee on Defence and Military Veterans,political,Committee]
"[""core_organisation:590""",DA Constituency Area: Amajuba,political,Constituency Area]
"[""core_organisation:668""",DA Constituency Area: Cederberg,political,Constituency Area]
"[""core_organisation:548""",DA Constituency Area: Florida,political,Constituency Area]
"[""core_organisation:625""",DA Constituency Area: Athlone 2,political,Constituency Area]
"[""core_organisation:568""",DA Constituency Area: Germiston,political,Constituency Area]
"[""core_organisation:651""",DA Constituency Area: Deep South,political,Constituency Area]
"[""core_organisation:624""",DA Constituency Area: Athlone 1,political,Constituency Area]
"[""core_organisation:545""",DA Constituency Area: Edenvale,political,Constituency Area]
"[""core_organisation:595""",DA Constituency Area: ETH Central Durban,political,Constituency Area]
"[""core_organisation:586""",DA Constituency Area: ETH Middle Durban,political,Constituency Area]
"[""core_organisation:448""",ANC Constituency Office (759): Tsolwana,political,Constituency Office]
"[""core_organisation:587""",DA Constituency Area: ETH North Durban,political,Constituency Area]
"[""core_organisation:584""",DA Constituency Area: ETH South Durban,political,Constituency Area]
"[""core_organisation:585""",DA Constituency Area: ETH West Durban,political,Constituency Area]
"[""core_organisation:530""","DA Constituency Area: FRONTIER: EC 104, 105",political,Constituency Area]
"[""core_organisation:258""",ANC Constituency Office (142): Midvaal,political,Constituency Office]
"[""core_organisation:370""",ANC Constituency Office (427): Lekwa Teemane,political,Constituency Office]
"[""core_organisation:173""",Defence,political,Joint Committees]
"[""core_organisation:165""",Portfolio Committee on Basic Education,political,Committee]
"[""core_organisation:375""",ANC Constituency Office (430): Ratlou,political,Constituency Office]
"[""core_organisation:178""",Standing Committee on Finance,political,National Assembly Committees]
"[""core_organisation:176""",Portfolio Committee on Energy,political,Committee]
"[""core_organisation:1410""",Ad Hoc Committee on Funding of Political Parties,political,Ad Hoc Committees]
"[""core_organisation:528""","DA Constituency Area: NEW HORIZONS: EC 141, 142, 143, 144, 441",political,Constituency Area]
"[""core_organisation:639""",DA Constituency Area: George,political,Constituency Area]
"[""core_organisation:574""",DA Constituency Area: Alex/Houghton,political,Constituency Area]
"[""core_organisation:576""",DA Constituency Area: Emfuleni North,political,Constituency Area]
"[""core_organisation:456""",ANC Constituency Office (802): Phoenix,political,Constituency Office]
"[""core_organisation:325""",ANC Constituency Office (221): Mkhondo,political,Constituency Office]
"[""core_organisation:419""",ANC Constituency Office (661): Plettenberg Bay,political,Constituency Office]
"[""core_organisation:368""",ANC Constituency Office (423): Kagisano Molopo,political,Constituency Office]
"[""core_organisation:408""",ANC Constituency Office (662): Site B (Sanlaam Centre),political,Constituency Office]
"[""core_organisation:569""",DA Constituency Area: Alberton,political,Constituency Area]
"[""core_organisation:440""",ANC Constituency Office (750): Motherwell,political,Constituency Office]
"[""core_organisation:430""",ANC Constituency Office (763): Tsholomnqa,political,Constituency Office]
"[""core_organisation:480""",ANC Constituency Office (880): Nquthu,political,Constituency Office]
"[""core_organisation:483""",ANC Constituency Office (860): Loskop,political,Constituency Office]
"[""core_organisation:485""",ANC Constituency Office (841): Utrecht,political,Constituency Office]
"[""core_organisation:670""",DA Constituency Area: Drakentein,political,Constituency Area]
"[""core_organisation:715""",COPE Constituency Office: Engcobo,political,Constituency Office]
"[""core_organisation:716""",COPE Constituency Office: Flagstaff,political,Constituency Office]
"[""core_organisation:717""",COPE Constituency Office: Free State,political,Constituency Office]
"[""core_organisation:156""",Annual Report of Auditor General,null,Ad Hoc Committees]
"[""core_organisation:497""",ANC Constituency Office (950): Reitz,political,Constituency Office]
"[""core_organisation:216""",Portfolio Committee on Police,political,Committee]
"[""core_organisation:626""",DA Constituency Area: Blaauwberg/D-ville 1,political,Constituency Area]
"[""core_organisation:627""",DA Constituency Area: Blaauwberg/D-ville 2,political,Constituency Area]
"[""core_organisation:666""","DA Constituency Area: Eden \C\""""",political,Constituency Area]
"[""core_organisation:645""","DA Constituency Area: Karoo \C\""""",political,Constituency Area]
"[""core_organisation:567""",DA Constituency Area: Boksburg,political,Constituency Area]
"[""core_organisation:527""",DA Constituency Area: BUFFALO CITY: BCM,political,Constituency Area]
"[""core_organisation:596""",DA Constituency Area: Capricorn,political,Constituency Area]
"[""core_organisation:667""",DA Constituency Area: Berg River,political,Constituency Area]
"[""core_organisation:588""",DA Constituency Area: iLembe,political,Constituency Area]
"[""core_organisation:535""","DA Constituency Area: CHRIS HANI: EC 132, 133, 134, 135, 136, 137, 138",political,Constituency Area]
"[""core_organisation:592""",DA Constituency Area: Midlands,political,Constituency Area]
"[""core_organisation:541""",DA Constituency Area: Fezile Dabi,political,Constituency Area]
"[""core_organisation:572""",DA Constituency Area: JHB Central,political,Constituency Area]
"[""core_organisation:640""",DA Constituency Area: Kanaland,political,Constituency Area]
"[""core_organisation:653""",DA Constituency Area: Mitchells Plain 2,political,Constituency Area]
"[""core_organisation:646""",DA Constituency Area: Breede Valley,political,Constituency Area]
"[""core_organisation:537""","DA Constituency Area: KARIEGA: EC 102, 106, 128",political,Constituency Area]
"[""core_organisation:614""",DA Constituency Area (NC066): KAROO HOOGLAND [Fraserburg],political,Constituency Area]
"[""core_organisation:308""",ANC Constituency Office (202): Naas,political,Constituency Office]
"[""core_organisation:425""",ANC Constituency Office (715): Peddie,political,Constituency Office]
"[""core_organisation:349""",ANC Constituency Office (349): Vleischboom,political,Constituency Office]
"[""core_organisation:352""",ANC Constituency Office (352): Polokwane,political,Constituency Office]
"[""core_organisation:403""",ANC Constituency Office (632): Mitchell's Plain,political,Constituency Office]
"[""core_organisation:289""",ANC Constituency Office (117): Sankopano/Alexandra,political,Constituency Office]
"[""core_organisation:274""",ANC Constituency Office (124): Winterveldt,political,Constituency Office]
"[""core_organisation:346""",ANC Constituency Office (335): Marble Hall,political,Constituency Office]
"[""core_organisation:313""",ANC Constituency Office (226): Tonga,political,Constituency Office]
"[""core_organisation:263""",ANC Constituency Office (135): Tembisa,political,Constituency Office]
"[""core_organisation:279""",ANC Constituency Office (141): Nokeng Tsa Taemane,political,Constituency Office]
"[""core_organisation:303""",ANC Constituency Office (203): Middelburg,political,Constituency Office]
"[""core_organisation:669""",DA Constituency Area: Matzikama,political,Constituency Area]
"[""core_organisation:629""",DA Constituency Area: N2 Khayelitsha,political,Constituency Area]
"[""core_organisation:570""",DA Constituency Area: JHB North West,political,Constituency Area]
"[""core_organisation:628""",DA Constituency Area: Helderberg,political,Constituency Area]
"[""core_organisation:529""","DA Constituency Area: KAROO MIDLANDS : EC 101, 103, 131, ECDMA 13",political,Constituency Area]
"[""core_organisation:562""",DA Constituency Area: Merafong,political,Constituency Area]
"[""core_organisation:566""",DA Constituency Area: Brakpan,political,Constituency Area]
"[""core_organisation:613""",DA Constituency Area (NC065): HANTAM [Calvinia],political,Constituency Area]
"[""core_organisation:564""",DA Constituency Area: Kempton Park,political,Constituency Area]
"[""core_organisation:620""",DA Constituency Area (NC075): RENOSTERBERG [Phillipstown],null,Constituency Area]
"[""core_organisation:538""",DA Constituency Area: Mangang,political,Constituency Area]
"[""core_organisation:664""",DA Constituency Area: Bitou,political,Constituency Area]
"[""core_organisation:621""",DA Constituency Area (NC071): UBUNTU [Victoria West],null,Constituency Area]
"[""core_organisation:540""",DA Constituency Area: Mathjabeng,political,Constituency Area]
"[""core_organisation:606""",DA Constituency Area: Matlosana,political,Constituency Area]
"[""core_organisation:604""","DA Constituency Area: Mbombela, Thaba Chweu, Emakhazeni and Steve Tshwete",null,Constituency Area]
"[""core_organisation:550""",DA Constituency Area: Midrand,political,Constituency Area]
"[""core_organisation:554""",DA Constituency Area: Midvaal/Lesedi,political,Constituency Area]
"[""core_organisation:638""",DA Constituency Area: Kaap-Agulhas,political,Constituency Area]
"[""core_organisation:563""",DA Constituency Area: Mogale City,political,Constituency Area]
"[""core_organisation:650""","DA Constituency Area: Cape Winelands \C\""""",political,Constituency Area]
"[""core_organisation:555""",DA Constituency Area: Emfuleni South,political,Constituency Area]
"[""core_organisation:616""",DA Constituency Area (NC061): RICHTERSVELD [Port Nolloth],political,Constituency Area]
"[""core_organisation:617""",DA Constituency Area (NC062): NAMA KHOI [Springbok],political,Constituency Area]
"[""core_organisation:662""",DA Constituency Area: Hessequa,political,Constituency Area]
"[""core_organisation:652""",DA Constituency Area: Mitchells Plain 1,political,Constituency Area]
"[""core_organisation:618""",DA Constituency Area (NC064): KAMIESBERG [Garies],political,Constituency Area]
"[""core_organisation:630""",DA Constituency Area: N2 Lagunya,political,Constituency Area]
"[""core_organisation:644""",DA Constituency Area: Beaufort Wes,political,Constituency Area]
"[""core_organisation:622""",DA Constituency Area (NC072): UMSOBOMVU [Colesberg],null,Constituency Area]
"[""core_organisation:615""",DA Constituency Area (NC074): KAREEBERG [Carnarvon],political,Constituency Area]
"[""core_organisation:718""",COPE Constituency Office: Gauteng,political,Constituency Office]
"[""core_organisation:597""",DA Constituency Area: Mopani,political,Constituency Area]
"[""core_organisation:549""",DA Constituency Area: Soweto West,political,Constituency Area]
"[""core_organisation:637""",DA Constituency Area: Tygerberg 1,political,Constituency Area]
"[""core_organisation:573""",DA Constituency Area: Orange Farm,political,Constituency Area]
"[""core_organisation:631""",DA Constituency Area: N2 Greater Philippi,political,Constituency Area]
"[""core_organisation:589""",DA Constituency Area: uThungulu,political,Constituency Area]
"[""core_organisation:632""",DA Constituency Area: Oostenberg South 1,political,Constituency Area]
"[""core_organisation:565""",DA Constituency Area: Springs,political,Constituency Area]
"[""core_organisation:609""",DA Constituency Area: Tlokwe,political,Constituency Area]
"[""core_organisation:591""",DA Constituency Area: uMzinyathi,political,Constituency Area]
"[""core_organisation:658""",DA Constituency Area: Theewaterskloof,political,Constituency Area]
"[""core_organisation:648""",DA Constituency Area: Stellenbosch,political,Constituency Area]
"[""core_organisation:654""",DA Constituency Area: Oostenberg North 1,political,Constituency Area]
"[""core_organisation:531""","DA Constituency Area: TSITSI KAROO: EC 107, 108, 109, ECDMA 10",political,Constituency Area]
"[""core_organisation:594""",DA Constituency Area: UGU,political,Constituency Area]
"[""core_organisation:657""",DA Constituency Area: Tygerberg 2,political,Constituency Area]
"[""core_organisation:673""","DA Constituency Area: West Coast \C\""""",political,Constituency Area]
"[""core_organisation:583""",DA Constituency Area: uMgungundlovu,political,Constituency Area]
"[""core_organisation:600""",DA Constituency Area: Vhembe,political,Constituency Area]
"[""core_organisation:649""",DA Constituency Area: Witzenberg,political,Constituency Area]
"[""core_organisation:671""",DA Constituency Area: Swartland,political,Constituency Area]
"[""core_organisation:661""",DA Constituency Area: Mosselbaai,political,Constituency Area]
"[""core_organisation:599""",DA Constituency Area: Waterberg,political,Constituency Area]
"[""core_organisation:558""","DA Constituency Area: Waverley, Jan Niemand Park, Villeria, Montana, Queenswood, Moregloed, Eersterus, Silverton",political,Constituency Area]
"[""core_organisation:534""",DA Constituency Area: WINTERBERG: NMMM Uitenhage/Despatch,null,Constituency Area]
"[""core_organisation:544""",DA Constituency Area: Xariep,political,Constituency Area]
"[""core_organisation:297""",ANC Constituency Office (150): Sisulu House,political,Constituency Office]
"[""core_organisation:581""",DA Constituency Area: Zululand,political,Constituency Area]
"[""core_organisation:582""",DA Constituency Area: uThukela,political,Constituency Area]
"[""core_organisation:610""","DA Constituency Area: Mamusa, Naledi, Maquassi-Hills, Lekwa-Teemane",political,Constituency Area]
"[""core_organisation:719""",COPE Constituency Office: Graaf-Reinet,political,Constituency Office]
"[""core_organisation:720""",COPE Constituency Office: Kwa-Zulu Natal,political,Constituency Office]
"[""core_organisation:721""",COPE Constituency Office: Limpopo,political,Constituency Office]
"[""core_organisation:722""",COPE Constituency Office: Matatiele,political,Constituency Office]
"[""core_organisation:157""",Appointment of Deputy Public Protector,null,Ad Hoc Committees]
"[""core_organisation:158""",Appointment of Public Protector,political,Ad Hoc Committees]
"[""core_organisation:197""",Monitoring Improvement of Quality of Life and Status of Women,null,Joint Committees]
"[""core_organisation:660""",DA Constituency Area: Swellendam,political,Constituency Area]
"[""core_organisation:1409""",Ad Hoc Joint Committee on Ethics,other,Ad Hoc Committees]
"[""core_organisation:228""",Public Protector Report on National Prosecuting Authority,null,Ad Hoc Committees]
"[""core_organisation:736""",SCOPA Committee,political,Kwazulu-Natal-Provincial-Legislature-Committee]
"[""core_organisation:198""",Select Committee on Appropriations,political,Ncop Committees]
"[""core_organisation:285""",ANC Constituency Office (108): Dobsonville,political,Constituency Office]
"[""core_organisation:286""",ANC Constituency Office (109): Lenasia,political,Constituency Office]
"[""core_organisation:254""",ANC Constituency Office (110): Vanderbijlpark,political,Constituency Office]
"[""core_organisation:288""",ANC Constituency Office (113): Johannesburg South,political,Constituency Office]
"[""core_organisation:287""",ANC Constituency Office (112): Roodepoort,political,Constituency Office]
"[""core_organisation:271""",ANC Constituency Office (114): Bronkhorstspruit / Kungwini,political,Constituency Office]
"[""core_organisation:272""",ANC Constituency Office (115): Centurion,political,Constituency Office]
"[""core_organisation:290""",ANC Constituency Office (118): Johannesburg Region,political,Constituency Office]
"[""core_organisation:291""",ANC Constituency Office (119): Zojazem Motlana,political,Constituency Office]
"[""core_organisation:273""",ANC Constituency Office (120): Atteridgeville,political,Constituency Office]
"[""core_organisation:292""",ANC Constituency Office (121): Diepkloof,political,Constituency Office]
"[""core_organisation:294""",ANC Constituency Office (123): Kliptown,political,Constituency Office]
"[""core_organisation:295""",ANC Constituency Office (125): Palestine,political,Constituency Office]
"[""core_organisation:276""",ANC Constituency Office (127): Garankuwa,political,Constituency Office]
"[""core_organisation:251""",ANC Constituency Office (129): Westville Westonaria City,political,Constituency Office]
"[""core_organisation:250""",ANC Constituency Office (128): Randfontein,political,Constituency Office]
"[""core_organisation:261""",ANC Constituency Office (130): Katlehong,political,Constituency Office]
"[""core_organisation:278""",ANC Constituency Office (132): Mabopane,political,Constituency Office]
"[""core_organisation:262""",ANC Constituency Office (133): Kempton Park,political,Constituency Office]
"[""core_organisation:255""",ANC Constituency Office (134): Sebokeng,political,Constituency Office]
"[""core_organisation:264""",ANC Constituency Office (136): Springs,political,Constituency Office]
"[""core_organisation:256""",ANC Constituency Office (137): Lesedi,political,Constituency Office]
"[""core_organisation:266""",ANC Constituency Office (139): Grace Flathela,political,Constituency Office]
"[""core_organisation:280""",ANC Constituency Office (143): Pretoria East,political,Constituency Office]
"[""core_organisation:252""",ANC Constituency Office (145): Carltonville,political,Constituency Office]
"[""core_organisation:268""",ANC Constituency Office (147): David Bopape,political,Constituency Office]
"[""core_organisation:259""",ANC Constituency Office (149): Vereeniging Regional Office,political,Constituency Office]
"[""core_organisation:299""",ANC Constituency Office (152): Chief Albert Luthuli House 1,political,Constituency Office]
"[""core_organisation:336""",ANC Constituency Office (317): Tzaneen Regional Office,political,Constituency Office]
"[""core_organisation:304""",ANC Constituency Office (215): Moretele,political,Constituency Office]
"[""core_organisation:311""",ANC Constituency Office (218): Umjindini,political,Constituency Office]
"[""core_organisation:327""",ANC Constituency Office (227): Dipaliseng,political,Constituency Office]
"[""core_organisation:306""",ANC Constituency Office (228): Vaalbank,political,Constituency Office]
"[""core_organisation:314""",ANC Constituency Office (231): Daantjie,political,Constituency Office]
"[""core_organisation:328""",ANC Constituency Office (235): Govan Mbeki,political,Constituency Office]
"[""core_organisation:298""",ANC Constituency Office (151): Chief Albert Luthuli House,political,Constituency Office]
"[""core_organisation:1408""",Ad Hoc Committee on the South African Broadcasting Corporation Board Inquiry,political,Ad Hoc Committees]
"[""core_organisation:709""",African Independent Congress (AIC),political,Party]
"[""core_organisation:723""",COPE Constituency Office: Mpumalanga,political,Constituency Office]
"[""core_organisation:724""",COPE Constituency Office: North West,political,Constituency Office]
"[""core_organisation:725""",COPE Constituency Office: Northern Cape,political,Constituency Office]
"[""core_organisation:72""",National Executive,political,Executive]
"[""core_organisation:81""",African Christian Democratic Party (ACDP),political,Party]
"[""core_organisation:225""",Public Accounts,political,Committee]
"[""core_organisation:354""",ANC Constituency Office (401): Madibeng (Brits),political,Constituency Office]
"[""core_organisation:394""",ANC Constituency Office (602): Langham House,political,Constituency Office]
"[""core_organisation:415""",ANC Constituency Office (654): Witzenberg,political,Constituency Office]
"[""core_organisation:355""",ANC Constituency Office (406): Swartruggens (Kgetleng),political,Constituency Office]
"[""core_organisation:356""",ANC Constituency Office (409): Rustenburg,political,Constituency Office]
"[""core_organisation:371""",ANC Constituency Office (408): Litchtenburg Ditsobotla,political,Constituency Office]
"[""core_organisation:366""",ANC Constituency Office (411): Kagisano (Ganyesa),political,Constituency Office]
"[""core_organisation:357""",ANC Constituency Office (415): Moses Kotane Mogwase,political,Constituency Office]
"[""core_organisation:358""",ANC Constituency Office (417): Moses Kotane Madikwe,political,Constituency Office]
"[""core_organisation:367""",ANC Constituency Office (420): Taung,political,Constituency Office]
"[""core_organisation:345""",ANC Constituency Office (332): Ngwaritsi (Makhuduthamaga),political,Constituency Office]
"[""core_organisation:341""",ANC Constituency Office (307): Aganang,political,Constituency Office]
"[""core_organisation:332""",ANC Constituency Office (331): Mokgophong,political,Constituency Office]
"[""core_organisation:339""",ANC Constituency Office (334): The Oaks,political,Constituency Office]
"[""core_organisation:260""",ANC Constituency Office (106): Germiston/Central,political,Constituency Office]
"[""core_organisation:347""",ANC Constituency Office (336): Tubatse (Burgersfort),political,Constituency Office]
